"J","v","rIn","rOut","DeltaR","E","DeltaEDiss","ERot","EVib","g","dVIn","dVOut","rMin","VMin","rMax","VMax","Tau","Egam"
110,23,1.92219e+00,3.71463e+00,3.08938e+00,1.02175e-01,-3.85993e-01,1.50291e+00,3.71231e+00,4.42000e+02,0.00000e+00,0.00000e+00,2.38058e+00,-3.11099e+00,4.40760e+00,4.88168e-01,1.81526e+03,1.00000e-300
181,0,2.48216e+00,2.71903e+00,2.60507e+00,1.02259e-01,-1.49221e+00,5.21530e+00,0.00000e+00,3.63000e+02,0.00000e+00,0.00000e+00,2.59157e+00,4.07696e-02,4.00358e+00,1.59447e+00,1.34131e+03,1.00000e-300
138,15,2.02752e+00,3.42101e+00,2.87953e+00,1.02433e-01,-7.34313e-01,2.62137e+00,2.59411e+00,5.54000e+02,0.00000e+00,0.00000e+00,2.44406e+00,-1.99187e+00,4.24448e+00,8.36746e-01,1.54434e+03,1.00000e-300
90,28,1.87125e+00,3.94248e+00,3.29097e+00,1.04291e-01,-1.95929e-01,9.14619e-01,4.30272e+00,3.62000e+02,0.00000e+00,0.00000e+00,2.34657e+00,-3.78286e+00,4.53731e+00,3.00220e-01,2.18503e+03,1.00000e-300
77,31,1.84571e+00,4.13015e+00,3.48304e+00,1.06896e-01,-9.62519e-02,6.14357e-01,4.60558e+00,1.55000e+02,0.00000e+00,0.00000e+00,2.32878e+00,-4.15597e+00,4.63372e+00,2.03147e-01,2.66860e+03,1.00000e-300
68,33,1.83103e+00,4.31388e+00,3.69471e+00,1.07168e-01,-3.97401e-02,4.39955e-01,4.78026e+00,2.74000e+02,0.00000e+00,0.00000e+00,2.31829e+00,-4.38318e+00,4.71057e+00,1.46908e-01,3.41578e+03,1.00000e-300
114,22,1.93406e+00,3.67682e+00,3.05952e+00,1.08558e-01,-4.23099e-01,1.63824e+00,3.58337e+00,4.58000e+02,0.00000e+00,0.00000e+00,2.38844e+00,-2.96322e+00,4.38334e+00,5.31657e-01,1.77130e+03,1.00000e-300
86,29,1.86263e+00,4.00066e+00,3.34828e+00,1.09468e-01,-1.58844e-01,8.13986e-01,4.40853e+00,3.46000e+02,0.00000e+00,0.00000e+00,2.34076e+00,-3.90319e+00,4.56562e+00,2.68312e-01,2.31543e+03,1.00000e-300
64,34,1.82510e+00,4.46761e+00,3.89302e+00,1.10341e-01,-1.43622e-02,3.65742e-01,4.85765e+00,2.58000e+02,0.00000e+00,0.00000e+00,2.31409e+00,-4.47575e+00,4.74897e+00,1.24703e-01,4.45289e+03,1.00000e-300
176,2,2.34644e+00,2.88656e+00,2.63961e+00,1.10442e-01,-1.38051e+00,4.83867e+00,3.84816e-01,7.06000e+02,0.00000e+00,0.00000e+00,2.57032e+00,-2.10102e-01,4.03216e+00,1.49095e+00,1.35880e+03,1.00000e-300
135,16,2.01297e+00,3.45773e+00,2.90313e+00,1.11225e-01,-6.83095e-01,2.48006e+00,2.74421e+00,2.71000e+02,0.00000e+00,0.00000e+00,2.43624e+00,-2.12075e+00,4.26140e+00,7.94320e-01,1.57082e+03,1.00000e-300
168,5,2.23621e+00,3.04302e+00,2.69080e+00,1.12346e-01,-1.22188e+00,4.28689e+00,9.38498e-01,6.74000e+02,0.00000e+00,0.00000e+00,2.53889e+00,-6.04970e-01,4.07727e+00,1.33422e+00,1.38797e+03,1.00000e-300
73,32,1.83864e+00,4.21864e+00,3.58278e+00,1.13510e-01,-6.35579e-02,5.30563e-01,4.69599e+00,1.47000e+02,0.00000e+00,0.00000e+00,2.32394e+00,-4.26016e+00,4.66653e+00,1.77068e-01,2.99090e+03,1.00000e-300
82,30,1.85451e+00,4.06611e+00,3.41559e+00,1.15293e-01,-1.22936e-01,7.18729e-01,4.50961e+00,3.30000e+02,0.00000e+00,0.00000e+00,2.33525e+00,-4.01864e+00,4.59504e+00,2.38229e-01,2.48515e+03,1.00000e-300
125,19,1.97155e+00,3.56574e+00,2.97660e+00,1.15404e-01,-5.46489e-01,2.05115e+00,3.17730e+00,2.51000e+02,0.00000e+00,0.00000e+00,2.41204e+00,-2.53540e+00,4.31854e+00,6.61893e-01,1.65861e+03,1.00000e-300
118,21,1.94654e+00,3.64064e+00,3.03195e+00,1.17733e-01,-4.59457e-01,1.77963e+00,3.45115e+00,4.74000e+02,0.00000e+00,0.00000e+00,2.39668e+00,-2.81123e+00,4.35948e+00,5.77190e-01,1.73313e+03,1.00000e-300
69,33,1.83211e+00,4.33120e+00,3.71814e+00,1.18396e-01,-3.43297e-02,4.51183e-01,4.78026e+00,1.39000e+02,0.00000e+00,0.00000e+00,2.31939e+00,-4.35922e+00,4.70145e+00,1.52726e-01,3.52950e+03,1.00000e-300
99,26,1.89149e+00,3.84925e+00,3.20521e+00,1.18727e-01,-2.60108e-01,1.15364e+00,4.07813e+00,1.99000e+02,0.00000e+00,0.00000e+00,2.36083e+00,-3.49470e+00,4.47688e+00,3.78835e-01,2.01654e+03,1.00000e-300
103,25,1.90172e+00,3.80401e+00,3.16525e+00,1.19301e-01,-2.97576e-01,1.27249e+00,3.95985e+00,2.07000e+02,0.00000e+00,0.00000e+00,2.36771e+00,-3.35909e+00,4.45119e+00,4.16877e-01,1.94398e+03,1.00000e-300
65,34,1.82614e+00,4.49690e+00,3.93664e+00,1.19732e-01,-1.03637e-02,3.75133e-01,4.85765e+00,1.31000e+02,0.00000e+00,0.00000e+00,2.31512e+00,-4.45310e+00,4.73905e+00,1.30096e-01,4.77454e+03,1.00000e-300
95,27,1.88179e+00,3.89804e+00,3.24993e+00,1.19982e-01,-2.22734e-01,1.04053e+00,4.19250e+00,1.91000e+02,0.00000e+00,0.00000e+00,2.35429e+00,-3.62571e+00,4.50324e+00,3.42715e-01,2.10394e+03,1.00000e-300
78,31,1.84689e+00,4.14173e+00,3.49715e+00,1.21174e-01,-8.87677e-02,6.28635e-01,4.60558e+00,3.14000e+02,0.00000e+00,0.00000e+00,2.33004e+00,-4.12913e+00,4.62579e+00,2.09942e-01,2.71776e+03,1.00000e-300
132,17,1.99915e+00,3.49504e+00,2.92804e+00,1.21363e-01,-6.31789e-01,2.34294e+00,2.89147e+00,5.30000e+02,0.00000e+00,0.00000e+00,2.42869e+00,-2.24760e+00,4.27840e+00,7.53152e-01,1.60036e+03,1.00000e-300
151,11,2.09688e+00,3.28210e+00,2.80037e+00,1.21652e-01,-9.13903e-01,3.26894e+00,1.96576e+00,3.03000e+02,0.00000e+00,0.00000e+00,2.48117e+00,-1.41142e+00,4.17190e+00,1.03556e+00,1.47076e+03,1.00000e-300
107,24,1.91250e+00,3.76166e+00,3.12917e+00,1.21990e-01,-3.34882e-01,1.39718e+00,3.83786e+00,2.15000e+02,0.00000e+00,0.00000e+00,2.37493e+00,-3.21897e+00,4.42608e+00,4.56871e-01,1.88281e+03,1.00000e-300
154,10,2.11634e+00,3.24557e+00,2.78139e+00,1.22351e-01,-9.62640e-01,3.43370e+00,1.80170e+00,6.18000e+02,0.00000e+00,0.00000e+00,2.49055e+00,-1.27274e+00,4.15524e+00,1.08499e+00,1.45472e+03,1.00000e-300
91,28,1.87260e+00,3.95125e+00,3.30063e+00,1.22729e-01,-1.85756e-01,9.33058e-01,4.30272e+00,1.83000e+02,0.00000e+00,0.00000e+00,2.34808e+00,-3.75203e+00,4.53038e+00,3.08485e-01,2.21138e+03,1.00000e-300
148,12,2.07860e+00,3.31832e+00,2.82011e+00,1.22838e-01,-8.64636e-01,3.10886e+00,2.12702e+00,5.94000e+02,0.00000e+00,0.00000e+00,2.47211e+00,-1.54840e+00,4.18858e+00,9.87474e-01,1.48852e+03,1.00000e-300
157,9,2.13716e+00,3.20849e+00,2.76309e+00,1.25031e-01,-1.01077e+00,3.60326e+00,1.63482e+00,3.15000e+02,0.00000e+00,0.00000e+00,2.50026e+00,-1.13242e+00,4.13858e+00,1.13580e+00,1.44027e+03,1.00000e-300
171,4,2.26871e+00,2.99750e+00,2.67493e+00,1.25198e-01,-1.26654e+00,4.48123e+00,7.57012e-01,3.43000e+02,0.00000e+00,0.00000e+00,2.55032e+00,-4.57909e-01,4.06043e+00,1.39174e+00,1.37987e+03,1.00000e-300
145,13,2.06138e+00,3.35442e+00,2.84068e+00,1.25813e-01,-8.14916e-01,2.95335e+00,2.28551e+00,2.91000e+02,0.00000e+00,0.00000e+00,2.46336e+00,-1.68361e+00,4.20529e+00,9.40729e-01,1.50820e+03,1.00000e-300
74,32,1.83978e+00,4.23266e+00,3.60077e+00,1.26329e-01,-5.70949e-02,5.43382e-01,4.69599e+00,2.98000e+02,0.00000e+00,0.00000e+00,2.32512e+00,-4.23459e+00,4.65815e+00,1.83424e-01,3.06377e+03,1.00000e-300
87,29,1.86393e+00,4.01017e+00,3.35909e+00,1.26575e-01,-1.49541e-01,8.31094e-01,4.40853e+00,1.75000e+02,0.00000e+00,0.00000e+00,2.34218e+00,-3.87356e+00,4.55844e+00,2.76117e-01,2.34705e+03,1.00000e-300
111,23,1.92385e+00,3.72170e+00,3.09631e+00,1.27044e-01,-3.71806e-01,1.52778e+00,3.71231e+00,2.23000e+02,0.00000e+00,0.00000e+00,2.38251e+00,-3.07445e+00,4.40149e+00,4.98851e-01,1.83063e+03,1.00000e-300
66,34,1.82722e+00,4.53240e+00,3.99101e+00,1.28983e-01,-6.61102e-03,3.84383e-01,4.85765e+00,2.66000e+02,0.00000e+00,0.00000e+00,2.31616e+00,-4.43012e+00,4.72936e+00,1.35594e-01,5.23846e+03,1.00000e-300
70,33,1.83320e+00,4.35015e+00,3.74418e+00,1.29621e-01,-2.90291e-02,4.62408e-01,4.78026e+00,2.82000e+02,0.00000e+00,0.00000e+00,2.32050e+00,-4.33494e+00,4.69250e+00,1.58650e-01,3.66277e+03,1.00000e-300
160,8,2.15955e+00,3.17061e+00,2.74539e+00,1.29781e-01,-1.05823e+00,3.77773e+00,1.46509e+00,6.42000e+02,0.00000e+00,0.00000e+00,2.51030e+00,-9.90520e-01,4.12190e+00,1.18801e+00,1.42726e+03,1.00000e-300
122,20,1.95966e+00,3.60585e+00,3.00638e+00,1.29876e-01,-4.94924e-01,1.92716e+00,3.31576e+00,4.90000e+02,0.00000e+00,0.00000e+00,2.40530e+00,-2.65512e+00,4.33597e+00,6.24800e-01,1.69982e+03,1.00000e-300
179,1,2.40208e+00,2.81925e+00,2.62450e+00,1.30015e-01,-1.42252e+00,5.04905e+00,1.94009e-01,3.59000e+02,0.00000e+00,0.00000e+00,2.58291e+00,-5.99228e-02,4.01506e+00,1.55254e+00,1.35364e+03,1.00000e-300
142,14,2.04512e+00,3.39059e+00,2.86220e+00,1.30472e-01,-7.64828e-01,2.80232e+00,2.44120e+00,5.70000e+02,0.00000e+00,0.00000e+00,2.45490e+00,-1.81699e+00,4.22205e+00,8.95300e-01,1.53002e+03,1.00000e-300
83,30,1.85575e+00,4.07669e+00,3.42806e+00,1.31039e-01,-1.14541e-01,7.34476e-01,4.50961e+00,1.67000e+02,0.00000e+00,0.00000e+00,2.33660e+00,-3.99024e+00,4.58757e+00,2.45580e-01,2.52495e+03,1.00000e-300
129,18,1.98600e+00,3.53313e+00,2.95444e+00,1.32718e-01,-5.80507e-01,2.20992e+00,3.03585e+00,2.59000e+02,0.00000e+00,0.00000e+00,2.42139e+00,-2.37237e+00,4.29552e+00,7.13225e-01,1.63343e+03,1.00000e-300
115,22,1.93578e+00,3.68373e+00,3.06618e+00,1.34686e-01,-4.08162e-01,1.66437e+00,3.58337e+00,2.31000e+02,0.00000e+00,0.00000e+00,2.39046e+00,-2.92562e+00,4.37734e+00,5.42848e-01,1.78570e+03,1.00000e-300
79,31,1.84809e+00,4.15394e+00,3.51218e+00,1.35512e-01,-8.13343e-02,6.42973e-01,4.60558e+00,1.59000e+02,0.00000e+00,0.00000e+00,2.33131e+00,-4.10198e+00,4.61796e+00,2.16846e-01,2.77157e+03,1.00000e-300
163,7,2.18377e+00,3.13160e+00,2.72824e+00,1.36692e-01,-1.10494e+00,3.95724e+00,1.29249e+00,3.27000e+02,0.00000e+00,0.00000e+00,2.52071e+00,-8.47120e-01,4.10520e+00,1.24164e+00,1.41560e+03,1.00000e-300
139,15,2.02971e+00,3.42701e+00,2.88478e+00,1.36708e-01,-7.14462e-01,2.65564e+00,2.59411e+00,2.79000e+02,0.00000e+00,0.00000e+00,2.44672e+00,-1.94847e+00,4.23886e+00,8.51170e-01,1.55424e+03,1.00000e-300
67,34,1.82833e+00,4.57900e+00,4.06404e+00,1.37995e-01,-3.20271e-03,3.93396e-01,4.85765e+00,1.35000e+02,0.00000e+00,0.00000e+00,2.31722e+00,-4.40681e+00,4.71987e+00,1.41198e-01,6.03527e+03,1.00000e-300
75,32,1.84093e+00,4.24766e+00,3.62027e+00,1.39179e-01,-5.07099e-02,5.56232e-01,4.69599e+00,1.51000e+02,0.00000e+00,0.00000e+00,2.32633e+00,-4.20870e+00,4.64989e+00,1.89889e-01,3.14572e+03,1.00000e-300
96,27,1.88322e+00,3.90655e+00,3.25910e+00,1.39832e-01,-2.11735e-01,1.06038e+00,4.19250e+00,3.86000e+02,0.00000e+00,0.00000e+00,2.35590e+00,-3.59340e+00,4.49658e+00,3.51567e-01,2.12793e+03,1.00000e-300
100,26,1.89298e+00,3.85732e+00,3.21368e+00,1.39878e-01,-2.48286e-01,1.17479e+00,4.07813e+00,4.02000e+02,0.00000e+00,0.00000e+00,2.36252e+00,-3.46123e+00,4.47039e+00,3.88164e-01,2.03765e+03,1.00000e-300
174,3,2.30591e+00,2.94780e+00,2.65938e+00,1.40557e-01,-1.31020e+00,4.68114e+00,5.72467e-01,6.98000e+02,0.00000e+00,0.00000e+00,2.56217e+00,-3.09613e-01,4.04350e+00,1.45076e+00,1.37281e+03,1.00000e-300
71,33,1.83433e+00,4.37111e+00,3.77352e+00,1.40819e-01,-2.38619e-02,4.73606e-01,4.78026e+00,1.43000e+02,0.00000e+00,0.00000e+00,2.32163e+00,-4.31033e+00,4.68370e+00,1.64681e-01,3.82244e+03,1.00000e-300
92,28,1.87397e+00,3.96036e+00,3.31072e+00,1.41262e-01,-1.75606e-01,9.51590e-01,4.30272e+00,3.70000e+02,0.00000e+00,0.00000e+00,2.34960e+00,-3.72089e+00,4.52352e+00,3.16867e-01,2.23937e+03,1.00000e-300
104,25,1.90327e+00,3.81174e+00,3.17318e+00,1.41740e-01,-2.84951e-01,1.29493e+00,3.95985e+00,4.18000e+02,0.00000e+00,0.00000e+00,2.36948e+00,-3.32448e+00,4.44486e+00,4.26691e-01,1.96294e+03,1.00000e-300
88,29,1.86524e+00,4.02009e+00,3.37044e+00,1.43767e-01,-1.40269e-01,8.48285e-01,4.40853e+00,3.54000e+02,0.00000e+00,0.00000e+00,2.34363e+00,-3.84363e+00,4.55133e+00,2.84036e-01,2.38091e+03,1.00000e-300
136,16,2.01510e+00,3.46385e+00,2.90854e+00,1.44408e-01,-6.63913e-01,2.51325e+00,2.74421e+00,5.46000e+02,0.00000e+00,0.00000e+00,2.43882e+00,-2.07801e+00,4.25575e+00,8.08321e-01,1.58121e+03,1.00000e-300
119,21,1.94833e+00,3.64743e+00,3.03840e+00,1.45113e-01,-4.43783e-01,1.80701e+00,3.45115e+00,2.39000e+02,0.00000e+00,0.00000e+00,2.39879e+00,-2.77258e+00,4.35358e+00,5.88897e-01,1.74676e+03,1.00000e-300
126,19,1.97347e+00,3.57222e+00,2.98255e+00,1.45149e-01,-5.29375e-01,2.08089e+00,3.17730e+00,5.06000e+02,0.00000e+00,0.00000e+00,2.41434e+00,-2.49501e+00,4.31276e+00,6.74524e-01,1.67066e+03,1.00000e-300
108,24,1.91411e+00,3.76912e+00,3.13666e+00,1.45706e-01,-3.21473e-01,1.42089e+00,3.83786e+00,4.34000e+02,0.00000e+00,0.00000e+00,2.37679e+00,-3.18325e+00,4.41989e+00,4.67179e-01,1.90013e+03,1.00000e-300
166,6,2.21019e+00,3.09104e+00,2.71157e+00,1.45850e-01,-1.15085e+00,4.14192e+00,1.11698e+00,6.66000e+02,0.00000e+00,0.00000e+00,2.53149e+00,-7.02286e-01,4.08846e+00,1.29670e+00,1.40519e+03,1.00000e-300
68,34,1.82948e+00,4.65833e+00,4.16784e+00,1.46513e-01,-3.95420e-04,4.01913e-01,4.85765e+00,2.74000e+02,0.00000e+00,0.00000e+00,2.31829e+00,-4.38318e+00,4.71057e+00,1.46908e-01,8.83956e+03,1.00000e-300
84,30,1.85702e+00,4.08779e+00,3.44126e+00,1.46855e-01,-1.06189e-01,7.50292e-01,4.50961e+00,3.38000e+02,0.00000e+00,0.00000e+00,2.33796e+00,-3.96153e+00,4.58018e+00,2.53044e-01,2.56803e+03,1.00000e-300
80,31,1.84931e+00,4.16686e+00,3.52826e+00,1.49900e-01,-7.39626e-02,6.57361e-01,4.60558e+00,3.22000e+02,0.00000e+00,0.00000e+00,2.33261e+00,-4.07451e+00,4.61023e+00,2.23862e-01,2.83081e+03,1.00000e-300
72,33,1.83547e+00,4.39464e+00,3.80717e+00,1.51964e-01,-1.88570e-02,4.84751e-01,4.78026e+00,2.90000e+02,0.00000e+00,0.00000e+00,2.32278e+00,-4.28540e+00,4.67505e+00,1.70820e-01,4.01959e+03,1.00000e-300
112,23,1.92552e+00,3.72895e+00,3.10346e+00,1.52029e-01,-3.57631e-01,1.55276e+00,3.71231e+00,4.50000e+02,0.00000e+00,0.00000e+00,2.38447e+00,-3.03764e+00,4.39541e+00,5.09659e-01,1.84666e+03,1.00000e-300
76,32,1.84212e+00,4.26382e+00,3.64157e+00,1.52045e-01,-4.44184e-02,5.69098e-01,4.69599e+00,3.06000e+02,0.00000e+00,0.00000e+00,2.32755e+00,-4.18249e+00,4.64175e+00,1.96463e-01,3.23890e+03,1.00000e-300
182,0,2.48629e+00,2.72380e+00,2.60953e+00,1.52364e-01,-1.46333e+00,5.26541e+00,0.00000e+00,7.30000e+02,0.00000e+00,0.00000e+00,2.59598e+00,9.12783e-02,3.99782e+00,1.61570e+00,1.34942e+03,1.00000e-300
133,17,2.00121e+00,3.50130e+00,2.93364e+00,1.53448e-01,-6.13288e-01,2.37503e+00,2.89147e+00,2.67000e+02,0.00000e+00,0.00000e+00,2.43118e+00,-2.20554e+00,4.27272e+00,7.66736e-01,1.61132e+03,1.00000e-300
169,5,2.23934e+00,3.04839e+00,2.69532e+00,1.57342e-01,-1.19589e+00,4.33189e+00,9.38498e-01,3.39000e+02,0.00000e+00,0.00000e+00,2.54265e+00,-5.56091e-01,4.07167e+00,1.35323e+00,1.39597e+03,1.00000e-300
123,20,1.96153e+00,3.61255e+00,3.01264e+00,1.58503e-01,-4.78529e-01,1.95579e+00,3.31576e+00,2.47000e+02,0.00000e+00,0.00000e+00,2.40752e+00,-2.61546e+00,4.33014e+00,6.37032e-01,1.71282e+03,1.00000e-300
177,2,2.35003e+00,2.89169e+00,2.64408e+00,1.58512e-01,-1.35279e+00,4.88674e+00,3.84816e-01,3.55000e+02,0.00000e+00,0.00000e+00,2.57446e+00,-1.60161e-01,4.02647e+00,1.51131e+00,1.36678e+03,1.00000e-300
97,27,1.88467e+00,3.91536e+00,3.26865e+00,1.59777e-01,-2.00760e-01,1.08033e+00,4.19250e+00,1.95000e+02,0.00000e+00,0.00000e+00,2.35752e+00,-3.56079e+00,4.48997e+00,3.60537e-01,2.15334e+03,1.00000e-300
93,28,1.87537e+00,3.96982e+00,3.32127e+00,1.59881e-01,-1.65485e-01,9.70209e-01,4.30272e+00,1.87000e+02,0.00000e+00,0.00000e+00,2.35114e+00,-3.68946e+00,4.51671e+00,3.25366e-01,2.26920e+03,1.00000e-300
152,11,2.09940e+00,3.28785e+00,2.80525e+00,1.60378e-01,-8.91504e-01,3.30767e+00,1.96576e+00,6.10000e+02,0.00000e+00,0.00000e+00,2.48426e+00,-1.36538e+00,4.16635e+00,1.05188e+00,1.47962e+03,1.00000e-300
149,12,2.08104e+00,3.32414e+00,2.82507e+00,1.60490e-01,-8.42862e-01,3.14651e+00,2.12702e+00,2.99000e+02,0.00000e+00,0.00000e+00,2.47510e+00,-1.50293e+00,4.18302e+00,1.00335e+00,1.49763e+03,1.00000e-300
116,22,1.93753e+00,3.69082e+00,3.07304e+00,1.60931e-01,-3.93235e-01,1.69061e+00,3.58337e+00,4.66000e+02,0.00000e+00,0.00000e+00,2.39251e+00,-2.88775e+00,4.37137e+00,5.54166e-01,1.80071e+03,1.00000e-300
89,29,1.86658e+00,4.03044e+00,3.38239e+00,1.61034e-01,-1.31036e-01,8.65552e-01,4.40853e+00,1.79000e+02,0.00000e+00,0.00000e+00,2.34509e+00,-3.81340e+00,4.54429e+00,2.92070e-01,2.41728e+03,1.00000e-300
101,26,1.89449e+00,3.86565e+00,3.22248e+00,1.61130e-01,-2.36484e-01,1.19604e+00,4.07813e+00,2.03000e+02,0.00000e+00,0.00000e+00,2.36423e+00,-3.42747e+00,4.46395e+00,3.97614e-01,2.05991e+03,1.00000e-300
155,10,2.11895e+00,3.25126e+00,2.78619e+00,1.62149e-01,-9.39626e-01,3.47350e+00,1.80170e+00,3.11000e+02,0.00000e+00,0.00000e+00,2.49375e+00,-1.22614e+00,4.14969e+00,1.10177e+00,1.46338e+03,1.00000e-300
146,13,2.06374e+00,3.36033e+00,2.84576e+00,1.62385e-01,-7.93778e-01,2.98993e+00,2.28551e+00,5.86000e+02,0.00000e+00,0.00000e+00,2.46624e+00,-1.63874e+00,4.19972e+00,9.56163e-01,1.51761e+03,1.00000e-300
85,30,1.85831e+00,4.09944e+00,3.45526e+00,1.62732e-01,-9.78892e-02,7.66169e-01,4.50961e+00,1.71000e+02,0.00000e+00,0.00000e+00,2.33935e+00,-3.93251e+00,4.57286e+00,2.60621e-01,2.61488e+03,1.00000e-300
73,33,1.83665e+00,4.42161e+00,3.84676e+00,1.63015e-01,-1.40528e-02,4.95802e-01,4.78026e+00,1.47000e+02,0.00000e+00,0.00000e+00,2.32394e+00,-4.26016e+00,4.66653e+00,1.77068e-01,4.27381e+03,1.00000e-300
130,18,1.98800e+00,3.53956e+00,2.96028e+00,1.63698e-01,-5.62700e-01,2.24090e+00,3.03585e+00,5.22000e+02,0.00000e+00,0.00000e+00,2.42380e+00,-2.33101e+00,4.28980e+00,7.26397e-01,1.64509e+03,1.00000e-300
105,25,1.90484e+00,3.81971e+00,3.18139e+00,1.64284e-01,-2.72344e-01,1.31748e+00,3.95985e+00,2.11000e+02,0.00000e+00,0.00000e+00,2.37128e+00,-3.28959e+00,4.43857e+00,4.36628e-01,1.98287e+03,1.00000e-300
81,31,1.85055e+00,4.18059e+00,3.54555e+00,1.64325e-01,-6.66648e-02,6.71786e-01,4.60558e+00,1.63000e+02,0.00000e+00,0.00000e+00,2.33392e+00,-4.04673e+00,4.60259e+00,2.30989e-01,2.89652e+03,1.00000e-300
77,32,1.84332e+00,4.28132e+00,3.66501e+00,1.64909e-01,-3.82388e-02,5.81962e-01,4.69599e+00,1.55000e+02,0.00000e+00,0.00000e+00,2.32878e+00,-4.15597e+00,4.63372e+00,2.03147e-01,3.34634e+03,1.00000e-300
158,9,2.13986e+00,3.21412e+00,2.76782e+00,1.65896e-01,-9.87153e-01,3.64413e+00,1.63482e+00,6.34000e+02,0.00000e+00,0.00000e+00,2.50357e+00,-1.08529e+00,4.13302e+00,1.15305e+00,1.44875e+03,1.00000e-300
143,14,2.04740e+00,3.39659e+00,2.86741e+00,1.65961e-01,-7.44336e-01,2.83780e+00,2.44120e+00,2.87000e+02,0.00000e+00,0.00000e+00,2.45769e+00,-1.77273e+00,4.21646e+00,9.10298e-01,1.53979e+03,1.00000e-300
109,24,1.91575e+00,3.77680e+00,3.14441e+00,1.69531e-01,-3.08080e-01,1.44472e+00,3.83786e+00,2.19000e+02,0.00000e+00,0.00000e+00,2.37868e+00,-3.14726e+00,4.41373e+00,4.77611e-01,1.91827e+03,1.00000e-300
140,15,2.03193e+00,3.43312e+00,2.89013e+00,1.71110e-01,-6.94627e-01,2.69005e+00,2.59411e+00,5.62000e+02,0.00000e+00,0.00000e+00,2.44942e+00,-1.90486e+00,4.23325e+00,8.65737e-01,1.56445e+03,1.00000e-300
172,4,2.27197e+00,3.00282e+00,2.67945e+00,1.71255e-01,-1.23999e+00,4.52729e+00,7.57012e-01,6.90000e+02,0.00000e+00,0.00000e+00,2.55422e+00,-4.08611e-01,4.05480e+00,1.41124e+00,1.38788e+03,1.00000e-300
161,8,2.16235e+00,3.17619e+00,2.75007e+00,1.71712e-01,-1.03401e+00,3.81966e+00,1.46509e+00,3.23000e+02,0.00000e+00,0.00000e+00,2.51373e+00,-9.42884e-01,4.11634e+00,1.20573e+00,1.43562e+03,1.00000e-300
120,21,1.95015e+00,3.65439e+00,3.04502e+00,1.72612e-01,-4.28122e-01,1.83451e+00,3.45115e+00,4.82000e+02,0.00000e+00,0.00000e+00,2.40094e+00,-2.73368e+00,4.34769e+00,6.00733e-01,1.76093e+03,1.00000e-300
74,33,1.83786e+00,4.45358e+00,3.89506e+00,1.73919e-01,-9.50494e-03,5.06706e-01,4.78026e+00,2.98000e+02,0.00000e+00,0.00000e+00,2.32512e+00,-4.23459e+00,4.65815e+00,1.83424e-01,4.62501e+03,1.00000e-300
127,19,1.97542e+00,3.57884e+00,2.98866e+00,1.75016e-01,-5.12273e-01,2.11076e+00,3.17730e+00,2.55000e+02,0.00000e+00,0.00000e+00,2.41666e+00,-2.45437e+00,4.30700e+00,6.87289e-01,1.68314e+03,1.00000e-300
113,23,1.92722e+00,3.73640e+00,3.11083e+00,1.77124e-01,-3.43471e-01,1.57786e+00,3.71231e+00,2.27000e+02,0.00000e+00,0.00000e+00,2.38644e+00,-3.00056e+00,4.38936e+00,5.20595e-01,1.86341e+03,1.00000e-300
137,16,2.01725e+00,3.47009e+00,2.91407e+00,1.77716e-01,-6.44747e-01,2.54656e+00,2.74421e+00,2.75000e+02,0.00000e+00,0.00000e+00,2.44142e+00,-2.03505e+00,4.25011e+00,8.22463e-01,1.59192e+03,1.00000e-300
78,32,1.84455e+00,4.30047e+00,3.69111e+00,1.77749e-01,-3.21925e-02,5.94802e-01,4.69599e+00,3.14000e+02,0.00000e+00,0.00000e+00,2.33004e+00,-4.12913e+00,4.62579e+00,2.09942e-01,3.47242e+03,1.00000e-300
90,29,1.86795e+00,4.04127e+00,3.39501e+00,1.78369e-01,-1.21851e-01,8.82888e-01,4.40853e+00,3.62000e+02,0.00000e+00,0.00000e+00,2.34657e+00,-3.78286e+00,4.53731e+00,3.00220e-01,2.45649e+03,1.00000e-300
94,28,1.87678e+00,3.97966e+00,3.33235e+00,1.78580e-01,-1.55401e-01,9.88908e-01,4.30272e+00,3.78000e+02,0.00000e+00,0.00000e+00,2.35271e+00,-3.65773e+00,4.50995e+00,3.33981e-01,2.30105e+03,1.00000e-300
86,30,1.85963e+00,4.11173e+00,3.47016e+00,1.78659e-01,-8.96526e-02,7.82096e-01,4.50961e+00,3.46000e+02,0.00000e+00,0.00000e+00,2.34076e+00,-3.90319e+00,4.56562e+00,2.68312e-01,2.66609e+03,1.00000e-300
82,31,1.85182e+00,4.19523e+00,3.56424e+00,1.78774e-01,-5.94547e-02,6.86235e-01,4.60558e+00,3.30000e+02,0.00000e+00,0.00000e+00,2.33525e+00,-4.01864e+00,4.59504e+00,2.38229e-01,2.97004e+03,1.00000e-300
180,1,2.40591e+00,2.82428e+00,2.62899e+00,1.79152e-01,-1.39426e+00,5.09819e+00,1.94009e-01,7.22000e+02,0.00000e+00,0.00000e+00,2.58721e+00,-9.63184e-03,4.00933e+00,1.57341e+00,1.36173e+03,1.00000e-300
