"J","v","rIn","rOut","DeltaR","E","DeltaEDiss","ERot","EVib","g","dVIn","dVOut","rMin","VMin","rMax","VMax","Tau","Egam"
15,2,2.09443e+00,2.53751e+00,2.33209e+00,-4.68646e+00,-4.68827e+00,4.17710e-02,3.84816e-01,3.10000e+01,0.00000e+00,0.00000e+00,2.28386e+00,-5.16823e+00,9.28054e+00,1.81206e-03,9.05849e+02,1.00000e-300
36,1,2.14016e+00,2.48285e+00,2.32118e+00,-4.68543e+00,-4.70636e+00,2.33611e-01,1.94009e-01,1.46000e+02,0.00000e+00,0.00000e+00,2.29216e+00,-4.97350e+00,6.45341e+00,2.09317e-02,9.01060e+02,1.00000e-300
16,2,2.09464e+00,2.53780e+00,2.33235e+00,-4.68089e+00,-4.68306e+00,4.73353e-02,3.84816e-01,6.60000e+01,0.00000e+00,0.00000e+00,2.28410e+00,-5.16250e+00,9.03477e+00,2.16858e-03,9.06155e+02,1.00000e-300
49,0,2.20852e+00,2.40591e+00,2.31042e+00,-4.68010e+00,-4.73644e+00,4.32945e-01,0.00000e+00,9.90000e+01,0.00000e+00,0.00000e+00,2.30075e+00,-4.77559e+00,4.94652e+00,5.63379e-02,8.96387e+02,1.00000e-300
17,2,2.09487e+00,2.53811e+00,2.33262e+00,-4.67499e+00,-4.67755e+00,5.32460e-02,3.84816e-01,3.50000e+01,0.00000e+00,0.00000e+00,2.28436e+00,-5.15642e+00,8.80977e+00,2.56759e-03,9.06479e+02,1.00000e-300
37,1,2.14067e+00,2.48350e+00,2.32176e+00,-4.67251e+00,-4.69512e+00,2.46527e-01,1.94009e-01,7.50000e+01,0.00000e+00,0.00000e+00,2.29272e+00,-4.96035e+00,6.36893e+00,2.26125e-02,9.01761e+02,1.00000e-300
18,2,2.09511e+00,2.53844e+00,2.33291e+00,-4.66873e+00,-4.67174e+00,5.95028e-02,3.84816e-01,7.40000e+01,0.00000e+00,0.00000e+00,2.28463e+00,-5.14998e+00,8.60273e+00,3.01127e-03,9.06823e+02,1.00000e-300
50,0,2.20926e+00,2.40673e+00,2.31121e+00,-4.66258e+00,-4.72275e+00,4.50465e-01,0.00000e+00,2.02000e+02,0.00000e+00,0.00000e+00,2.30152e+00,-4.75796e+00,4.92813e+00,6.01676e-02,8.97329e+02,1.00000e-300
19,2,2.09537e+00,2.53878e+00,2.33322e+00,-4.66212e+00,-4.66563e+00,6.61056e-02,3.84816e-01,3.90000e+01,0.00000e+00,0.00000e+00,2.28492e+00,-5.14318e+00,8.41137e+00,3.50174e-03,9.07187e+02,1.00000e-300
38,1,2.14120e+00,2.48416e+00,2.32237e+00,-4.65925e+00,-4.68364e+00,2.59786e-01,1.94009e-01,1.54000e+02,0.00000e+00,0.00000e+00,2.29330e+00,-4.94686e+00,6.28209e+00,2.43857e-02,9.02483e+02,1.00000e-300
20,2,2.09564e+00,2.53914e+00,2.33354e+00,-4.65518e+00,-4.65922e+00,7.30541e-02,3.84816e-01,8.20000e+01,0.00000e+00,0.00000e+00,2.28522e+00,-5.13603e+00,8.23388e+00,4.04114e-03,9.07569e+02,1.00000e-300
21,2,2.09593e+00,2.53952e+00,2.33388e+00,-4.64788e+00,-4.65251e+00,8.03479e-02,3.84816e-01,4.30000e+01,0.00000e+00,0.00000e+00,2.28554e+00,-5.12853e+00,8.06876e+00,4.63153e-03,9.07972e+02,1.00000e-300
39,1,2.14175e+00,2.48484e+00,2.32299e+00,-4.64565e+00,-4.67191e+00,2.73386e-01,1.94009e-01,7.90000e+01,0.00000e+00,0.00000e+00,2.29390e+00,-4.93302e+00,6.19058e+00,2.62579e-02,9.03225e+02,1.00000e-300
51,0,2.21001e+00,2.40758e+00,2.31201e+00,-4.64472e+00,-4.70883e+00,4.68323e-01,0.00000e+00,1.03000e+02,0.00000e+00,0.00000e+00,2.30231e+00,-4.73999e+00,4.91105e+00,6.41022e-02,8.98292e+02,1.00000e-300
22,2,2.09623e+00,2.53992e+00,2.33424e+00,-4.64024e+00,-4.64552e+00,8.79868e-02,3.84816e-01,9.00000e+01,0.00000e+00,0.00000e+00,2.28587e+00,-5.12066e+00,7.91476e+00,5.27495e-03,9.08394e+02,1.00000e-300
23,2,2.09654e+00,2.54034e+00,2.33461e+00,-4.63226e+00,-4.63823e+00,9.59704e-02,3.84816e-01,4.70000e+01,0.00000e+00,0.00000e+00,2.28622e+00,-5.11245e+00,7.77083e+00,5.97339e-03,9.08835e+02,1.00000e-300
40,1,2.14231e+00,2.48554e+00,2.32363e+00,-4.63171e+00,-4.65995e+00,2.87328e-01,1.94009e-01,1.62000e+02,0.00000e+00,0.00000e+00,2.29451e+00,-4.91883e+00,6.09026e+00,2.82382e-02,9.03988e+02,1.00000e-300
52,0,2.21077e+00,2.40844e+00,2.31282e+00,-4.62653e+00,-4.69467e+00,4.86519e-01,0.00000e+00,2.10000e+02,0.00000e+00,0.00000e+00,2.30312e+00,-4.72168e+00,4.89505e+00,6.81409e-02,8.99276e+02,1.00000e-300
24,2,2.09686e+00,2.54077e+00,2.33500e+00,-4.62393e+00,-4.63066e+00,1.04298e-01,3.84816e-01,9.80000e+01,0.00000e+00,0.00000e+00,2.28659e+00,-5.10388e+00,7.63602e+00,6.72877e-03,9.09297e+02,1.00000e-300
41,1,2.14288e+00,2.48626e+00,2.32428e+00,-4.61743e+00,-4.64777e+00,3.01611e-01,1.94009e-01,8.30000e+01,0.00000e+00,0.00000e+00,2.29514e+00,-4.90429e+00,5.97144e+00,3.03417e-02,9.04771e+02,1.00000e-300
25,2,2.09720e+00,2.54123e+00,2.33540e+00,-4.61526e+00,-4.62280e+00,1.12971e-01,3.84816e-01,5.10000e+01,0.00000e+00,0.00000e+00,2.28696e+00,-5.09495e+00,7.50949e+00,7.54300e-03,9.09778e+02,1.00000e-300
53,0,2.21155e+00,2.40932e+00,2.31366e+00,-4.60799e+00,-4.68028e+00,5.05051e-01,0.00000e+00,1.07000e+02,0.00000e+00,0.00000e+00,2.30394e+00,-4.70303e+00,4.87995e+00,7.22836e-02,9.00282e+02,1.00000e-300
26,2,2.09755e+00,2.54170e+00,2.33582e+00,-4.60624e+00,-4.61466e+00,1.21986e-01,3.84816e-01,1.06000e+02,0.00000e+00,0.00000e+00,2.28736e+00,-5.08567e+00,7.39044e+00,8.41791e-03,9.10279e+02,1.00000e-300
42,1,2.14347e+00,2.48699e+00,2.32495e+00,-4.60281e+00,-4.63541e+00,3.16233e-01,1.94009e-01,1.70000e+02,0.00000e+00,0.00000e+00,2.29579e+00,-4.88941e+00,5.78880e+00,3.26018e-02,9.05575e+02,1.00000e-300
27,2,2.09792e+00,2.54219e+00,2.33626e+00,-4.59689e+00,-4.60624e+00,1.31346e-01,3.84816e-01,5.50000e+01,0.00000e+00,0.00000e+00,2.28777e+00,-5.07604e+00,7.27811e+00,9.35533e-03,9.10799e+02,1.00000e-300
54,0,2.21235e+00,2.41021e+00,2.31451e+00,-4.58913e+00,-4.66566e+00,5.23919e-01,0.00000e+00,2.18000e+02,0.00000e+00,0.00000e+00,2.30478e+00,-4.68404e+00,4.86562e+00,7.65299e-02,9.01309e+02,1.00000e-300
43,1,2.14407e+00,2.48775e+00,2.32564e+00,-4.58784e+00,-4.62349e+00,3.31195e-01,1.94009e-01,8.70000e+01,0.00000e+00,0.00000e+00,2.29645e+00,-4.87418e+00,5.12452e+00,3.56482e-02,9.06399e+02,1.00000e-300
28,2,2.09830e+00,2.54270e+00,2.33671e+00,-4.58718e+00,-4.59754e+00,1.41048e-01,3.84816e-01,1.14000e+02,0.00000e+00,0.00000e+00,2.28819e+00,-5.06605e+00,7.17178e+00,1.03571e-02,9.11340e+02,1.00000e-300
29,2,2.09870e+00,2.54323e+00,2.33719e+00,-4.57714e+00,-4.58856e+00,1.51092e-01,3.84816e-01,5.90000e+01,0.00000e+00,0.00000e+00,2.28864e+00,-5.05571e+00,7.07073e+00,1.14250e-02,9.11901e+02,1.00000e-300
44,1,2.14469e+00,2.48852e+00,2.32634e+00,-4.57254e+00,-4.61135e+00,3.46495e-01,1.94009e-01,1.78000e+02,0.00000e+00,0.00000e+00,2.29712e+00,-4.85861e+00,5.07770e+00,3.88071e-02,9.07245e+02,1.00000e-300
55,0,2.21316e+00,2.41113e+00,2.31537e+00,-4.56992e+00,-4.65080e+00,5.43123e-01,0.00000e+00,1.11000e+02,0.00000e+00,0.00000e+00,2.30564e+00,-4.66472e+00,4.85196e+00,8.08798e-02,9.02359e+02,1.00000e-300
30,2,2.09910e+00,2.54377e+00,2.33767e+00,-4.56675e+00,-4.57931e+00,1.61479e-01,3.84816e-01,1.22000e+02,0.00000e+00,0.00000e+00,2.28909e+00,-5.04502e+00,6.97427e+00,1.25611e-02,9.12482e+02,1.00000e-300
45,1,2.14533e+00,2.48931e+00,2.32706e+00,-4.55690e+00,-4.59899e+00,3.62134e-01,1.94009e-01,9.10000e+01,0.00000e+00,0.00000e+00,2.29782e+00,-4.84269e+00,5.04251e+00,4.20894e-02,9.08111e+02,1.00000e-300
31,2,2.09953e+00,2.54434e+00,2.33818e+00,-4.55602e+00,-4.56979e+00,1.72208e-01,3.84816e-01,6.30000e+01,0.00000e+00,0.00000e+00,2.28956e+00,-5.03397e+00,6.88172e+00,1.37672e-02,9.13083e+02,1.00000e-300
56,0,2.21398e+00,2.41206e+00,2.31626e+00,-4.55039e+00,-4.63572e+00,5.62661e-01,0.00000e+00,2.26000e+02,0.00000e+00,0.00000e+00,2.30651e+00,-4.64506e+00,4.83889e+00,8.53332e-02,9.03430e+02,1.00000e-300
32,2,2.09996e+00,2.54492e+00,2.33870e+00,-4.54495e+00,-4.56000e+00,1.83278e-01,3.84816e-01,1.30000e+02,0.00000e+00,0.00000e+00,2.29005e+00,-5.02258e+00,6.79242e+00,1.50455e-02,9.13705e+02,1.00000e-300
46,1,2.14597e+00,2.49012e+00,2.32780e+00,-4.54093e+00,-4.58641e+00,3.78110e-01,1.94009e-01,1.86000e+02,0.00000e+00,0.00000e+00,2.29853e+00,-4.82643e+00,5.01359e+00,4.54872e-02,9.08999e+02,1.00000e-300
0,3,2.06356e+00,2.59085e+00,2.34995e+00,-4.54058e+00,-4.54058e+00,0.00000e+00,5.72467e-01,2.00000e+00,0.00000e+00,0.00000e+00,2.28205e+00,-5.21122e+00,4.62857e+01,0.00000e+00,9.18773e+02,1.00000e-300
1,3,2.06358e+00,2.59087e+00,2.34997e+00,-4.54024e+00,-4.54024e+00,3.44390e-04,5.72467e-01,3.00000e+00,0.00000e+00,0.00000e+00,2.28206e+00,-5.21086e+00,2.70335e+01,1.93249e-06,9.18793e+02,1.00000e-300
2,3,2.06360e+00,2.59090e+00,2.35000e+00,-4.53955e+00,-4.53956e+00,1.03319e-03,5.72467e-01,1.00000e+01,0.00000e+00,0.00000e+00,2.28210e+00,-5.21014e+00,2.11626e+01,8.80127e-06,9.18832e+02,1.00000e-300
3,3,2.06364e+00,2.59096e+00,2.35005e+00,-4.53851e+00,-4.53854e+00,2.06638e-03,5.72467e-01,7.00000e+00,0.00000e+00,0.00000e+00,2.28214e+00,-5.20906e+00,1.80607e+01,2.37837e-05,9.18890e+02,1.00000e-300
4,3,2.06370e+00,2.59104e+00,2.35012e+00,-4.53714e+00,-4.53719e+00,3.44385e-03,5.72467e-01,1.80000e+01,0.00000e+00,0.00000e+00,2.28220e+00,-5.20763e+00,1.60724e+01,4.98280e-05,9.18969e+02,1.00000e-300
5,3,2.06376e+00,2.59113e+00,2.35020e+00,-4.53541e+00,-4.53550e+00,5.16562e-03,5.72467e-01,1.10000e+01,0.00000e+00,0.00000e+00,2.28228e+00,-5.20584e+00,1.46606e+01,8.97528e-05,9.19067e+02,1.00000e-300
33,2,2.10041e+00,2.54552e+00,2.33923e+00,-4.53354e+00,-4.54994e+00,1.94688e-01,3.84816e-01,6.70000e+01,0.00000e+00,0.00000e+00,2.29055e+00,-5.01084e+00,6.70567e+00,1.63984e-02,9.14347e+02,1.00000e-300
6,3,2.06384e+00,2.59124e+00,2.35030e+00,-4.53335e+00,-4.53349e+00,7.23157e-03,5.72467e-01,2.60000e+01,0.00000e+00,0.00000e+00,2.28237e+00,-5.20369e+00,1.35920e+01,1.46268e-04,9.19184e+02,1.00000e-300
7,3,2.06394e+00,2.59138e+00,2.35041e+00,-4.53094e+00,-4.53116e+00,9.64160e-03,5.72467e-01,1.50000e+01,0.00000e+00,0.00000e+00,2.28247e+00,-5.20118e+00,1.27469e+01,2.21993e-04,9.19321e+02,1.00000e-300
57,0,2.21483e+00,2.41301e+00,2.31716e+00,-4.53051e+00,-4.62040e+00,5.82532e-01,0.00000e+00,1.15000e+02,0.00000e+00,0.00000e+00,2.30740e+00,-4.62506e+00,4.82633e+00,8.98902e-02,9.04523e+02,1.00000e-300
8,3,2.06404e+00,2.59152e+00,2.35054e+00,-4.52818e+00,-4.52850e+00,1.23957e-02,5.72467e-01,3.40000e+01,0.00000e+00,0.00000e+00,2.28259e+00,-5.19831e+00,1.20566e+01,3.19465e-04,9.19478e+02,1.00000e-300
9,3,2.06416e+00,2.59169e+00,2.35069e+00,-4.52508e+00,-4.52553e+00,1.54936e-02,5.72467e-01,1.90000e+01,0.00000e+00,0.00000e+00,2.28273e+00,-5.19509e+00,1.14788e+01,4.41158e-04,9.19654e+02,1.00000e-300
47,1,2.14663e+00,2.49095e+00,2.32856e+00,-4.52461e+00,-4.57361e+00,3.94424e-01,1.94009e-01,9.50000e+01,0.00000e+00,0.00000e+00,2.29925e+00,-4.80983e+00,4.98866e+00,4.89962e-02,9.09908e+02,1.00000e-300
34,2,2.10087e+00,2.54614e+00,2.33979e+00,-4.52179e+00,-4.53962e+00,2.06439e-01,3.84816e-01,1.38000e+02,0.00000e+00,0.00000e+00,2.29107e+00,-4.99874e+00,6.62078e+00,1.78284e-02,9.15009e+02,1.00000e-300
10,3,2.06429e+00,2.59188e+00,2.35086e+00,-4.52164e+00,-4.52223e+00,1.89353e-02,5.72467e-01,4.20000e+01,0.00000e+00,0.00000e+00,2.28288e+00,-5.19151e+00,1.09858e+01,5.89486e-04,9.19850e+02,1.00000e-300
11,3,2.06444e+00,2.59209e+00,2.35104e+00,-4.51786e+00,-4.51863e+00,2.27206e-02,5.72467e-01,2.30000e+01,0.00000e+00,0.00000e+00,2.28305e+00,-5.18757e+00,1.05583e+01,7.66813e-04,9.20066e+02,1.00000e-300
12,3,2.06460e+00,2.59231e+00,2.35124e+00,-4.51373e+00,-4.51471e+00,2.68495e-02,5.72467e-01,5.00000e+01,0.00000e+00,0.00000e+00,2.28323e+00,-5.18327e+00,1.01829e+01,9.75461e-04,9.20302e+02,1.00000e-300
58,0,2.21568e+00,2.41398e+00,2.31807e+00,-4.51031e+00,-4.60486e+00,6.02736e-01,0.00000e+00,2.34000e+02,0.00000e+00,0.00000e+00,2.30830e+00,-4.60473e+00,4.81422e+00,9.45509e-02,9.05639e+02,1.00000e-300
35,2,2.10135e+00,2.54678e+00,2.34036e+00,-4.50970e+00,-4.52904e+00,2.18530e-01,3.84816e-01,7.10000e+01,0.00000e+00,0.00000e+00,2.29161e+00,-4.98629e+00,6.53699e+00,1.93384e-02,9.15692e+02,1.00000e-300
13,3,2.06477e+00,2.59256e+00,2.35145e+00,-4.50926e+00,-4.51047e+00,3.13215e-02,5.72467e-01,2.70000e+01,0.00000e+00,0.00000e+00,2.28342e+00,-5.17861e+00,9.84948e+00,1.21772e-03,9.20557e+02,1.00000e-300
48,1,2.14731e+00,2.49179e+00,2.32933e+00,-4.50796e+00,-4.56058e+00,4.11073e-01,1.94009e-01,1.94000e+02,0.00000e+00,0.00000e+00,2.29999e+00,-4.79288e+00,4.96654e+00,5.26137e-02,9.10838e+02,1.00000e-300
14,3,2.06496e+00,2.59282e+00,2.35168e+00,-4.50444e+00,-4.50594e+00,3.61367e-02,5.72467e-01,5.80000e+01,0.00000e+00,0.00000e+00,2.28363e+00,-5.17360e+00,9.55062e+00,1.49584e-03,9.20832e+02,1.00000e-300
15,3,2.06516e+00,2.59310e+00,2.35193e+00,-4.49928e+00,-4.50110e+00,4.12947e-02,5.72467e-01,3.10000e+01,0.00000e+00,0.00000e+00,2.28386e+00,-5.16823e+00,9.28054e+00,1.81206e-03,9.21127e+02,1.00000e-300
36,2,2.10184e+00,2.54744e+00,2.34095e+00,-4.49727e+00,-4.51820e+00,2.30960e-01,3.84816e-01,1.46000e+02,0.00000e+00,0.00000e+00,2.29216e+00,-4.97350e+00,6.45341e+00,2.09317e-02,9.16396e+02,1.00000e-300
16,3,2.06537e+00,2.59341e+00,2.35220e+00,-4.49378e+00,-4.49595e+00,4.67955e-02,5.72467e-01,6.60000e+01,0.00000e+00,0.00000e+00,2.28410e+00,-5.16250e+00,9.03477e+00,2.16858e-03,9.21442e+02,1.00000e-300
49,1,2.14800e+00,2.49266e+00,2.33012e+00,-4.49098e+00,-4.54732e+00,4.28058e-01,1.94009e-01,9.90000e+01,0.00000e+00,0.00000e+00,2.30075e+00,-4.77559e+00,4.94652e+00,5.63379e-02,9.11790e+02,1.00000e-300
59,0,2.21656e+00,2.41497e+00,2.31901e+00,-4.48977e+00,-4.58909e+00,6.23272e-01,0.00000e+00,1.19000e+02,0.00000e+00,0.00000e+00,2.30922e+00,-4.58407e+00,4.80253e+00,9.93155e-02,9.06777e+02,1.00000e-300
17,3,2.06560e+00,2.59373e+00,2.35248e+00,-4.48794e+00,-4.49051e+00,5.26387e-02,5.72467e-01,3.50000e+01,0.00000e+00,0.00000e+00,2.28436e+00,-5.15642e+00,8.80977e+00,2.56759e-03,9.21777e+02,1.00000e-300
37,2,2.10235e+00,2.54812e+00,2.34155e+00,-4.48450e+00,-4.50711e+00,2.43729e-01,3.84816e-01,7.50000e+01,0.00000e+00,0.00000e+00,2.29272e+00,-4.96035e+00,6.36893e+00,2.26125e-02,9.17120e+02,1.00000e-300
18,3,2.06584e+00,2.59407e+00,2.35278e+00,-4.48175e+00,-4.48477e+00,5.88241e-02,5.72467e-01,7.40000e+01,0.00000e+00,0.00000e+00,2.28463e+00,-5.14998e+00,8.60273e+00,3.01127e-03,9.22132e+02,1.00000e-300
19,3,2.06609e+00,2.59442e+00,2.35309e+00,-4.47523e+00,-4.47873e+00,6.53515e-02,5.72467e-01,3.90000e+01,0.00000e+00,0.00000e+00,2.28492e+00,-5.14318e+00,8.41137e+00,3.50174e-03,9.22506e+02,1.00000e-300
50,1,2.14871e+00,2.49354e+00,2.33092e+00,-4.47366e+00,-4.53383e+00,4.45378e-01,1.94009e-01,2.02000e+02,0.00000e+00,0.00000e+00,2.30152e+00,-4.75796e+00,4.92813e+00,6.01676e-02,9.12764e+02,1.00000e-300
38,2,2.10287e+00,2.54881e+00,2.34217e+00,-4.47140e+00,-4.49578e+00,2.56836e-01,3.84816e-01,1.54000e+02,0.00000e+00,0.00000e+00,2.29330e+00,-4.94686e+00,6.28209e+00,2.43857e-02,9.17865e+02,1.00000e-300
60,0,2.21745e+00,2.41597e+00,2.31996e+00,-4.46891e+00,-4.57309e+00,6.44139e-01,0.00000e+00,2.42000e+02,0.00000e+00,0.00000e+00,2.31016e+00,-4.56307e+00,4.79120e+00,1.04184e-01,9.07937e+02,1.00000e-300
20,3,2.06636e+00,2.59480e+00,2.35342e+00,-4.46836e+00,-4.47240e+00,7.22205e-02,5.72467e-01,8.20000e+01,0.00000e+00,0.00000e+00,2.28522e+00,-5.13603e+00,8.23388e+00,4.04114e-03,9.22901e+02,1.00000e-300
21,3,2.06664e+00,2.59520e+00,2.35377e+00,-4.46115e+00,-4.46578e+00,7.94309e-02,5.72467e-01,4.30000e+01,0.00000e+00,0.00000e+00,2.28554e+00,-5.12853e+00,8.06876e+00,4.63153e-03,9.23316e+02,1.00000e-300
39,2,2.10340e+00,2.54953e+00,2.34281e+00,-4.45795e+00,-4.48421e+00,2.70281e-01,3.84816e-01,7.90000e+01,0.00000e+00,0.00000e+00,2.29390e+00,-4.93302e+00,6.19058e+00,2.62579e-02,9.18631e+02,1.00000e-300
51,1,2.14943e+00,2.49444e+00,2.33174e+00,-4.45601e+00,-4.52011e+00,4.63032e-01,1.94009e-01,1.03000e+02,0.00000e+00,0.00000e+00,2.30231e+00,-4.73999e+00,4.91105e+00,6.41022e-02,9.13760e+02,1.00000e-300
22,3,2.06693e+00,2.59561e+00,2.35414e+00,-4.45360e+00,-4.45887e+00,8.69825e-02,5.72467e-01,9.00000e+01,0.00000e+00,0.00000e+00,2.28587e+00,-5.12066e+00,7.91476e+00,5.27495e-03,9.23752e+02,1.00000e-300
61,0,2.21835e+00,2.41700e+00,2.32093e+00,-4.44771e+00,-4.55687e+00,6.65337e-01,0.00000e+00,1.23000e+02,0.00000e+00,0.00000e+00,2.31112e+00,-4.54174e+00,4.78021e+00,1.09157e-01,9.09120e+02,1.00000e-300
23,3,2.06724e+00,2.59605e+00,2.35452e+00,-4.44570e+00,-4.45168e+00,9.48747e-02,5.72467e-01,4.70000e+01,0.00000e+00,0.00000e+00,2.28622e+00,-5.11245e+00,7.77083e+00,5.97339e-03,9.24207e+02,1.00000e-300
40,2,2.10395e+00,2.55026e+00,2.34346e+00,-4.44417e+00,-4.47241e+00,2.84063e-01,3.84816e-01,1.62000e+02,0.00000e+00,0.00000e+00,2.29451e+00,-4.91883e+00,6.09026e+00,2.82382e-02,9.19419e+02,1.00000e-300
52,1,2.15016e+00,2.49536e+00,2.33258e+00,-4.43802e+00,-4.50616e+00,4.81019e-01,1.94009e-01,2.10000e+02,0.00000e+00,0.00000e+00,2.30312e+00,-4.72168e+00,4.89505e+00,6.81409e-02,9.14777e+02,1.00000e-300
24,3,2.06756e+00,2.59650e+00,2.35492e+00,-4.43747e+00,-4.44420e+00,1.03108e-01,5.72467e-01,9.80000e+01,0.00000e+00,0.00000e+00,2.28659e+00,-5.10388e+00,7.63602e+00,6.72877e-03,9.24683e+02,1.00000e-300
41,2,2.10451e+00,2.55102e+00,2.34414e+00,-4.43005e+00,-4.46039e+00,2.98182e-01,3.84816e-01,8.30000e+01,0.00000e+00,0.00000e+00,2.29514e+00,-4.90429e+00,5.97144e+00,3.03417e-02,9.20227e+02,1.00000e-300
25,3,2.06789e+00,2.59697e+00,2.35533e+00,-4.42890e+00,-4.43644e+00,1.11680e-01,5.72467e-01,5.10000e+01,0.00000e+00,0.00000e+00,2.28696e+00,-5.09495e+00,7.50949e+00,7.54300e-03,9.25179e+02,1.00000e-300
62,0,2.21928e+00,2.41804e+00,2.32192e+00,-4.42618e+00,-4.54042e+00,6.86864e-01,0.00000e+00,2.50000e+02,0.00000e+00,0.00000e+00,2.31209e+00,-4.52007e+00,4.76952e+00,1.14234e-01,9.10327e+02,1.00000e-300
26,3,2.06824e+00,2.59747e+00,2.35576e+00,-4.41999e+00,-4.42840e+00,1.20593e-01,5.72467e-01,1.06000e+02,0.00000e+00,0.00000e+00,2.28736e+00,-5.08567e+00,7.39044e+00,8.41791e-03,9.25696e+02,1.00000e-300
53,1,2.15091e+00,2.49630e+00,2.33344e+00,-4.41970e+00,-4.49198e+00,4.99339e-01,1.94009e-01,1.07000e+02,0.00000e+00,0.00000e+00,2.30394e+00,-4.70303e+00,4.87995e+00,7.22836e-02,9.15817e+02,1.00000e-300
42,2,2.10509e+00,2.55179e+00,2.34482e+00,-4.41559e+00,-4.44820e+00,3.12636e-01,3.84816e-01,1.70000e+02,0.00000e+00,0.00000e+00,2.29579e+00,-4.88941e+00,5.78880e+00,3.26018e-02,9.21057e+02,1.00000e-300
27,3,2.06860e+00,2.59798e+00,2.35621e+00,-4.41073e+00,-4.42009e+00,1.29845e-01,5.72467e-01,5.50000e+01,0.00000e+00,0.00000e+00,2.28777e+00,-5.07604e+00,7.27811e+00,9.35533e-03,9.26233e+02,1.00000e-300
63,0,2.22022e+00,2.41910e+00,2.32292e+00,-4.40433e+00,-4.52374e+00,7.08719e-01,0.00000e+00,1.27000e+02,0.00000e+00,0.00000e+00,2.31308e+00,-4.49808e+00,4.75912e+00,1.19416e-01,9.11557e+02,1.00000e-300
28,3,2.06898e+00,2.59851e+00,2.35668e+00,-4.40114e+00,-4.41150e+00,1.39436e-01,5.72467e-01,1.14000e+02,0.00000e+00,0.00000e+00,2.28819e+00,-5.06605e+00,7.17178e+00,1.03571e-02,9.26791e+02,1.00000e-300
54,1,2.15168e+00,2.49726e+00,2.33431e+00,-4.40105e+00,-4.47758e+00,5.17991e-01,1.94009e-01,2.18000e+02,0.00000e+00,0.00000e+00,2.30478e+00,-4.68404e+00,4.86562e+00,7.65299e-02,9.16879e+02,1.00000e-300
43,2,2.10568e+00,2.55258e+00,2.34553e+00,-4.40080e+00,-4.43645e+00,3.27427e-01,3.84816e-01,8.70000e+01,0.00000e+00,0.00000e+00,2.29645e+00,-4.87418e+00,5.12452e+00,3.56482e-02,9.21909e+02,1.00000e-300
29,3,2.06937e+00,2.59906e+00,2.35716e+00,-4.39121e+00,-4.40264e+00,1.49365e-01,5.72467e-01,5.90000e+01,0.00000e+00,0.00000e+00,2.28864e+00,-5.05571e+00,7.07073e+00,1.14250e-02,9.27369e+02,1.00000e-300
44,2,2.10629e+00,2.55339e+00,2.34625e+00,-4.38568e+00,-4.42449e+00,3.42552e-01,3.84816e-01,1.78000e+02,0.00000e+00,0.00000e+00,2.29712e+00,-4.85861e+00,5.07770e+00,3.88071e-02,9.22782e+02,1.00000e-300
64,0,2.22117e+00,2.42017e+00,2.32394e+00,-4.38214e+00,-4.50685e+00,7.30902e-01,0.00000e+00,2.58000e+02,0.00000e+00,0.00000e+00,2.31409e+00,-4.47575e+00,4.74897e+00,1.24703e-01,9.12810e+02,1.00000e-300
55,1,2.15246e+00,2.49824e+00,2.33520e+00,-4.38206e+00,-4.46294e+00,5.36974e-01,1.94009e-01,1.11000e+02,0.00000e+00,0.00000e+00,2.30564e+00,-4.66472e+00,4.85196e+00,8.08798e-02,9.17964e+02,1.00000e-300
30,3,2.06977e+00,2.59963e+00,2.35766e+00,-4.38095e+00,-4.39351e+00,1.59633e-01,5.72467e-01,1.22000e+02,0.00000e+00,0.00000e+00,2.28909e+00,-5.04502e+00,6.97427e+00,1.25611e-02,9.27968e+02,1.00000e-300
31,3,2.07018e+00,2.60021e+00,2.35818e+00,-4.37034e+00,-4.38411e+00,1.70238e-01,5.72467e-01,6.30000e+01,0.00000e+00,0.00000e+00,2.28956e+00,-5.03397e+00,6.88172e+00,1.37672e-02,9.28588e+02,1.00000e-300
45,2,2.10690e+00,2.55422e+00,2.34699e+00,-4.37022e+00,-4.41231e+00,3.58011e-01,3.84816e-01,9.10000e+01,0.00000e+00,0.00000e+00,2.29782e+00,-4.84269e+00,5.04251e+00,4.20894e-02,9.23676e+02,1.00000e-300
56,1,2.15326e+00,2.49924e+00,2.33611e+00,-4.36275e+00,-4.44808e+00,5.56287e-01,1.94009e-01,2.26000e+02,0.00000e+00,0.00000e+00,2.30651e+00,-4.64506e+00,4.83889e+00,8.53332e-02,9.19071e+02,1.00000e-300
65,0,2.22214e+00,2.42127e+00,2.32498e+00,-4.35963e+00,-4.48973e+00,7.53412e-01,0.00000e+00,1.31000e+02,0.00000e+00,0.00000e+00,2.31512e+00,-4.45310e+00,4.73905e+00,1.30096e-01,9.14086e+02,1.00000e-300
32,3,2.07061e+00,2.60082e+00,2.35871e+00,-4.35940e+00,-4.37444e+00,1.81180e-01,5.72467e-01,1.30000e+02,0.00000e+00,0.00000e+00,2.29005e+00,-5.02258e+00,6.79242e+00,1.50455e-02,9.29229e+02,1.00000e-300
0,4,2.03948e+00,2.64154e+00,2.37004e+00,-4.35604e+00,-4.35604e+00,0.00000e+00,7.57012e-01,2.00000e+00,0.00000e+00,0.00000e+00,2.28205e+00,-5.21122e+00,4.62857e+01,0.00000e+00,9.34248e+02,1.00000e-300
